customer_id,account_number,first_name,last_name,email,phone,aadhaar,pan,date_of_birth,address,city,state,pin_code,country,occupation,annual_income,marital_status,education,credit_score,account_balance,credit_default,housing_loan,personal_loan,kyc_status,account_type,account_opened_date,last_transaction_date
IND002930,9244219815,Sanjay,Malhotra,sanjay.malhotra641@gmail.com,+918009191081,7758 3752 6753,HAHIV3058Z,1958-09-24,"H.No. 157
Sachdev Ganj",Chennai,West Bengal,922476,India,"Engineer, maintenance (IT)",331257,Married,Post Graduate,670,145876.29,yes,no,yes,PENDING,SAVINGS,2017-02-23,2026-02-18
IND002931,1111893352,Rajesh,Joshi,rajesh.joshi189@gmail.com,+919595245108,5954 1230 1266,SWPKC2142A,1949-02-05,"09/406, Issac Path",Ahmedabad,Karnataka,696175,India,Marketing executive,2288761,Divorced,10th,844,767238.42,no,no,no,PENDING,SALARY,2024-09-30,2026-01-28
IND002932,8007827470,Neha,Malhotra,neha.malhotra282@gmail.com,+918524498345,9584 2498 8236,CGBHF3376Z,1961-08-14,"45/385
Goswami Marg",Pune,Uttar Pradesh,406003,India,Financial trader,2801332,Married,12th,604,172618.94,no,yes,yes,VERIFIED,SAVINGS,2021-12-14,2026-01-29
IND002933,4286428081,Sanjay,Singh,sanjay.singh906@gmail.com,+917263267713,1824 5740 3713,TKMAG1473Y,2007-04-28,"26/600, De Nagar",Hyderabad,Karnataka,725195,India,"Psychologist, prison and probation services",1967302,Single,Professional,723,864362.04,no,yes,yes,VERIFIED,SAVINGS,2016-08-17,2026-02-17
IND002934,1657972270,Sanjay,Iyer,sanjay.iyer21@gmail.com,+919984667128,3821 6334 6852,MTGCQ8082A,1995-04-13,"H.No. 034, Shetty",Pune,West Bengal,840632,India,Medical illustrator,1659868,Married,10th,686,203877.54,no,no,no,VERIFIED,CURRENT,2023-04-22,2026-01-24
IND002935,2505707075,Deepika,Singh,deepika.singh999@gmail.com,+918512499420,7877 3164 8995,NHABX9030M,1950-06-29,"H.No. 11
Behl Circle",Mumbai,Telangana,910061,India,"Investment banker, corporate",1864270,Divorced,12th,784,639718.68,no,no,no,VERIFIED,SALARY,2024-09-06,2026-01-31
IND002936,5701326835,Arjun,Patel,arjun.patel150@gmail.com,+917033749334,4784 9174 6938,YMTJC6067H,1996-02-06,"H.No. 66
Dugal Zila",Hyderabad,Delhi,976619,India,Information officer,2793864,Single,10th,670,568768.82,no,no,yes,VERIFIED,SAVINGS,2024-02-20,2026-02-11
IND002937,2984076189,Kavita,Desai,kavita.desai527@gmail.com,+919517620763,5187 4070 9776,JAZRW9733Y,1974-01-23,"68/70, Sem Road",Hyderabad,Uttar Pradesh,484641,India,"Psychologist, clinical",3752671,Married,Professional,554,142203.34,no,yes,yes,VERIFIED,SAVINGS,2026-01-24,2026-02-09
IND002938,3755874174,Rahul,Agarwal,rahul.agarwal414@gmail.com,+918146535772,6892 2522 7027,LSMIR8815B,1972-05-08,"29/05
Gour Street",Chennai,Telangana,976274,India,Operations geologist,1436044,Single,Professional,787,-34330.03,no,yes,no,VERIFIED,SAVINGS,2021-12-21,2026-02-19
IND002939,7947923274,Rajesh,Agarwal,rajesh.agarwal9@gmail.com,+917580676062,2132 7747 9858,WBNRC4727K,1985-01-10,"H.No. 891
Sekhon Road",Pune,West Bengal,313948,India,"Development worker, international aid",3521648,Married,12th,688,669284.76,no,yes,no,VERIFIED,CURRENT,2020-02-04,2026-02-01
IND002940,8153318108,Rohan,Patel,rohan.patel673@gmail.com,+918935570082,3102 4752 6537,VLCPE8559I,1945-05-20,"27/64, Dugar Nagar",Pune,Uttar Pradesh,410942,India,Health physicist,4119877,Married,Post Graduate,571,883173.16,no,no,no,VERIFIED,CURRENT,2024-04-27,2026-02-01
IND002941,2724204062,Sneha,Gupta,sneha.gupta430@gmail.com,+919149058497,5701 5762 9166,XVANX9016J,1987-07-18,"214
Goel Nagar",Hyderabad,Maharashtra,738268,India,Broadcast engineer,832082,Married,Post Graduate,565,111162.14,no,yes,yes,PENDING,SAVINGS,2019-10-25,2026-01-25
IND002942,9342979034,Priya,Sharma,priya.sharma521@gmail.com,+917227637592,3372 4184 3374,LVYQM9354A,1981-05-03,"04
Dube Chowk",Kolkata,Maharashtra,911095,India,"Production designer, theatre/television/film",4849782,Single,Graduate,818,265766.67,no,no,no,VERIFIED,SAVINGS,2020-04-12,2026-01-31
IND002943,4077270420,Kavita,Patel,kavita.patel988@gmail.com,+917620438416,7736 1968 7954,YTCHZ3968Z,1982-09-08,"H.No. 78, Chacko Path",Bangalore,Delhi,597027,India,Games developer,1629562,Divorced,12th,589,536316.67,no,no,yes,VERIFIED,SALARY,2023-11-18,2026-02-04
IND002944,6682726531,Neha,Verma,neha.verma737@gmail.com,+918950434211,7749 7076 5763,VRMHO8738U,2003-12-26,"035
Deep",Ahmedabad,Uttar Pradesh,466588,India,Herbalist,3102619,Widowed,10th,591,758539.73,no,yes,no,VERIFIED,SALARY,2017-11-21,2026-01-21
IND002945,9280527483,Kavita,Iyer,kavita.iyer204@gmail.com,+917934812125,8836 9802 8467,IOEWN8255X,2006-03-11,"38/735, Luthra Zila",Mumbai,Telangana,272061,India,Optometrist,3532995,Single,12th,763,18909.5,yes,no,no,VERIFIED,CURRENT,2023-03-05,2026-02-05
IND002946,9787198642,Kavita,Verma,kavita.verma999@gmail.com,+919705594713,3885 9824 3533,WAPJU6274W,2008-02-17,"41
Bath Ganj",Bangalore,West Bengal,290435,India,"Engineer, electronics",2637547,Single,12th,623,243684.63,yes,yes,yes,VERIFIED,CURRENT,2022-05-16,2026-01-24
IND002947,2157815397,Rajesh,Nair,rajesh.nair84@gmail.com,+918509647998,9529 3427 6614,IYKXY2920I,1979-07-15,"H.No. 258, Chaudhari Path",Delhi,Telangana,420808,India,"Geologist, engineering",2126956,Married,Graduate,581,9432.66,no,yes,yes,VERIFIED,SAVINGS,2023-04-03,2026-02-05
IND002948,5616554631,Rahul,Singh,rahul.singh607@gmail.com,+918303072498,3243 9903 4075,JSJEQ5045L,1981-07-06,"H.No. 39, Soni Circle",Chennai,Karnataka,564018,India,Soil scientist,809233,Widowed,10th,778,456505.59,yes,no,no,PENDING,CURRENT,2022-05-05,2026-01-29
IND002949,5753771112,Amit,Singh,amit.singh906@gmail.com,+919762114246,1762 4842 3157,JFFHJ2139O,1992-05-07,"89, Garg Path",Kolkata,Rajasthan,715765,India,Writer,1574529,Single,10th,784,12346.25,no,yes,no,VERIFIED,SALARY,2017-02-13,2026-02-18
IND002950,1103230975,Rohan,Sharma,rohan.sharma164@gmail.com,+919026785451,2980 8887 3785,BSVRJ1264F,1980-09-11,"12/865
Swamy Path",Lucknow,Rajasthan,912828,India,"Scientist, physiological",590149,Divorced,12th,596,318920.12,yes,yes,no,VERIFIED,CURRENT,2018-01-07,2026-02-08
IND002951,4097174050,Arjun,Agarwal,arjun.agarwal354@gmail.com,+919802297196,7588 2482 7031,NHNRR7530I,1976-06-28,"23/83
Raj Zila",Kolkata,West Bengal,766411,India,English as a second language teacher,3136010,Single,Graduate,715,344448.17,no,yes,no,VERIFIED,SALARY,2021-06-05,2026-02-15
IND002952,9878306250,Anjali,Singh,anjali.singh982@gmail.com,+919019045015,2250 2207 4304,WNHLY5733G,1997-01-02,"00/38, Tank Zila",Kolkata,Delhi,343727,India,Further education lecturer,2343719,Single,10th,622,671134.71,no,yes,no,VERIFIED,CURRENT,2022-09-09,2026-01-30
IND002953,5378882599,Vikram,Iyer,vikram.iyer869@gmail.com,+919485142518,8764 2465 1296,HBXGH8777S,1962-10-09,"92/421, Vora",Jaipur,Delhi,524281,India,Merchant navy officer,895439,Divorced,10th,632,596893.87,no,no,yes,PENDING,CURRENT,2025-11-27,2026-02-12
IND002954,3566328055,Vikram,Agarwal,vikram.agarwal778@gmail.com,+917127885647,6247 8883 8210,NWUCJ1201M,1995-10-22,"H.No. 912, Kurian Zila",Mumbai,Karnataka,510826,India,Interior and spatial designer,485966,Single,Graduate,695,112378.55,no,yes,no,PENDING,CURRENT,2018-10-08,2026-02-12
IND002955,8134102097,Rahul,Agarwal,rahul.agarwal110@gmail.com,+918903588566,6033 5350 5864,JCHYQ9943E,2006-09-12,"H.No. 11, Sengupta Road",Jaipur,Gujarat,667250,India,Operational investment banker,1818285,Married,Graduate,725,101860.0,yes,no,yes,VERIFIED,SALARY,2017-08-20,2026-01-30
IND002956,4282303991,Sanjay,Sharma,sanjay.sharma508@gmail.com,+919056300460,9396 1734 5627,YGRWC1867A,1962-02-11,"H.No. 55, Vala Ganj",Kolkata,West Bengal,326204,India,Audiological scientist,1202863,Single,Graduate,855,613931.63,no,yes,no,PENDING,SAVINGS,2017-03-16,2026-02-05
IND002957,7505358684,Vikram,Sharma,vikram.sharma519@gmail.com,+919007982766,2848 8105 1972,PZHHR3395Z,1960-05-06,"044, Kar Nagar",Chennai,Delhi,159649,India,Prison officer,1824490,Single,10th,868,62976.0,no,yes,yes,PENDING,SALARY,2025-03-14,2026-01-25
IND002958,6495168526,Anjali,Malhotra,anjali.malhotra638@gmail.com,+917828623479,9534 4600 7307,IMTAU7905U,1990-11-06,"H.No. 965, Maharaj",Mumbai,Delhi,114654,India,Immunologist,3884964,Single,12th,669,495816.27,yes,yes,yes,VERIFIED,SAVINGS,2021-06-17,2026-02-05
IND002959,7263513740,Sneha,Gupta,sneha.gupta334@gmail.com,+919916851920,9139 3226 8619,WBKTE6193A,1976-03-18,"63/454
Srinivas Zila",Hyderabad,Delhi,670022,India,"Surveyor, insurance",4790211,Widowed,12th,573,379660.33,no,no,no,PENDING,CURRENT,2019-04-06,2026-02-19
IND002960,3025307251,Pooja,Rao,pooja.rao195@gmail.com,+917042674666,9394 5164 9235,GTPEA1645M,1985-05-10,"699, Garde Road",Ahmedabad,West Bengal,323057,India,"Designer, ceramics/pottery",1391028,Divorced,Post Graduate,810,541531.95,no,no,no,VERIFIED,SALARY,2017-01-27,2026-02-10
IND002961,7015989749,Sanjay,Mehta,sanjay.mehta876@gmail.com,+919744359936,1299 8070 2075,SWXPL1134A,1966-01-06,"10/61, Rege Marg",Hyderabad,Telangana,649439,India,Museum/gallery conservator,944720,Divorced,10th,681,165265.53,yes,yes,no,VERIFIED,SAVINGS,2017-09-21,2026-01-21
IND002962,3288672445,Anjali,Malhotra,anjali.malhotra380@gmail.com,+919878933497,4116 5955 9877,KURJZ4013K,1949-02-22,"421, Loyal Marg",Mumbai,Gujarat,516960,India,Counsellor,876970,Divorced,10th,776,943810.75,no,yes,no,PENDING,SAVINGS,2023-03-28,2026-02-14
IND002963,1851414288,Priya,Desai,priya.desai798@gmail.com,+918541707372,8828 9380 2926,WMTLW4789U,2008-02-02,"175, Chada Marg",Jaipur,Gujarat,256703,India,Museum/gallery curator,2489732,Widowed,Professional,647,744567.78,no,yes,no,VERIFIED,CURRENT,2025-10-22,2026-02-08
IND002964,5386561254,Neha,Malhotra,neha.malhotra759@gmail.com,+919923652710,1118 2129 4961,SZKXZ9349C,1955-01-28,"34/79, Sharma Zila",Lucknow,Uttar Pradesh,863101,India,"Accountant, chartered certified",2740796,Married,12th,693,806316.63,no,no,no,VERIFIED,SAVINGS,2016-04-29,2026-02-06
IND002965,1324106234,Vikram,Nair,vikram.nair964@gmail.com,+917669942442,7601 6469 3332,SYWHX9212F,1983-11-03,"572, Majumdar Street",Bangalore,Delhi,151608,India,"Programmer, applications",3951027,Married,Professional,745,530179.07,no,yes,yes,VERIFIED,SAVINGS,2016-12-21,2026-01-30
IND002966,1139459001,Kavita,Iyer,kavita.iyer208@gmail.com,+917787549140,6770 8561 1373,UYJJZ2385Z,1955-11-19,"H.No. 074, Gara Circle",Hyderabad,Tamil Nadu,634523,India,Warden/ranger,1501664,Married,Graduate,657,784932.24,yes,yes,no,VERIFIED,SALARY,2024-07-12,2026-01-27
IND002967,8845699612,Arjun,Joshi,arjun.joshi923@gmail.com,+918905877592,4423 4606 9000,IFUMA9905L,1962-06-06,"71/29, Basu Path",Pune,Gujarat,146600,India,Hotel manager,1436755,Widowed,12th,741,782045.79,yes,no,yes,VERIFIED,SAVINGS,2021-10-30,2026-01-30
IND002968,8742933647,Sanjay,Mehta,sanjay.mehta418@gmail.com,+919585898427,2993 8617 3648,APBHN8961T,2006-06-13,"H.No. 80, Raval Street",Pune,Uttar Pradesh,961372,India,"Scientist, clinical (histocompatibility and immunogenetics)",4524550,Married,Post Graduate,649,358305.87,yes,yes,no,VERIFIED,CURRENT,2022-12-06,2026-01-21
IND002969,7305576028,Anil,Iyer,anil.iyer735@gmail.com,+919329249901,2524 3013 9708,JIRPR1276L,1999-12-27,"H.No. 480
Sule Street",Hyderabad,Karnataka,702354,India,"Education officer, environmental",1145549,Divorced,Graduate,575,547669.5,yes,yes,no,VERIFIED,SALARY,2020-08-05,2026-01-21
IND002970,2990768372,Pooja,Joshi,pooja.joshi113@gmail.com,+917909638977,1364 3936 3564,ZAHOY5028U,1973-08-14,"H.No. 74
Suri Chowk",Bangalore,Gujarat,416126,India,Oceanographer,653658,Divorced,12th,652,670621.91,no,yes,yes,PENDING,CURRENT,2021-12-09,2026-01-23
IND002971,8345989001,Sanjay,Agarwal,sanjay.agarwal958@gmail.com,+917134549713,4748 4243 9183,CTRML9286K,1993-12-31,"H.No. 18, Krishnan",Ahmedabad,Delhi,122166,India,Lawyer,1395724,Single,Graduate,755,288723.29,yes,yes,yes,VERIFIED,SAVINGS,2023-07-20,2026-02-09
IND002972,5583021966,Sanjay,Desai,sanjay.desai175@gmail.com,+919939573299,6185 1487 2304,TZCOP9359W,1991-12-11,"016
Ratti Path",Kolkata,Rajasthan,691497,India,Manufacturing systems engineer,2931525,Single,Graduate,788,621806.24,yes,yes,no,VERIFIED,SAVINGS,2023-06-23,2026-01-27
IND002973,7414366914,Anjali,Agarwal,anjali.agarwal626@gmail.com,+917333613197,8616 5618 9952,USBTF4263S,1960-02-23,"88/76
Kala Path",Mumbai,Telangana,528626,India,Visual merchandiser,443390,Divorced,Graduate,798,-31177.24,yes,no,no,VERIFIED,SALARY,2020-03-06,2026-01-24
IND002974,2379568558,Anjali,Iyer,anjali.iyer484@gmail.com,+917883432197,5035 2156 2564,FXKSQ3601E,1959-02-27,"06/229
Wagle Nagar",Lucknow,Delhi,640438,India,Chartered management accountant,4795439,Widowed,10th,606,403427.98,yes,no,no,VERIFIED,CURRENT,2017-10-19,2026-01-30
IND002975,9342734199,Priya,Verma,priya.verma85@gmail.com,+917924129235,9002 1237 4992,IARVJ8780Q,1982-12-22,"H.No. 479
Salvi Road",Lucknow,Gujarat,335658,India,Product manager,1322108,Divorced,10th,621,973572.52,no,no,yes,VERIFIED,SALARY,2017-06-28,2026-02-18
IND002976,8474948477,Kavita,Malhotra,kavita.malhotra361@gmail.com,+918191463604,6161 5604 9847,ANEBS6180Z,1987-01-06,"803, Bhat Path",Delhi,Karnataka,873265,India,Furniture conservator/restorer,4449558,Divorced,Professional,874,809961.67,yes,no,yes,VERIFIED,SAVINGS,2024-12-31,2026-02-18
IND002977,1816145258,Deepika,Agarwal,deepika.agarwal652@gmail.com,+919859370578,4597 1352 3431,BZNYR4042Z,1999-06-02,"38/294
Bansal Road",Lucknow,Karnataka,113995,India,Theme park manager,2994591,Married,Professional,694,303629.92,yes,yes,yes,VERIFIED,SALARY,2018-03-19,2026-02-02
IND002978,1959613494,Pooja,Joshi,pooja.joshi387@gmail.com,+918617243164,2406 1530 4437,REDDQ7764F,1976-05-31,"H.No. 34, Bhatt Chowk",Pune,Maharashtra,901483,India,"Surveyor, mining",2980573,Single,12th,740,782766.49,no,yes,yes,VERIFIED,SALARY,2020-03-17,2026-02-18
IND002979,7961549416,Sanjay,Nair,sanjay.nair841@gmail.com,+917740871474,5868 3950 7674,JUTPY9051A,1969-07-12,"67/309, Sethi Path",Lucknow,Rajasthan,121403,India,Environmental consultant,2134988,Divorced,Graduate,743,133286.67,no,no,no,VERIFIED,CURRENT,2018-04-13,2026-02-09
IND002980,5767630610,Anil,Reddy,anil.reddy584@gmail.com,+917442476986,6844 8946 6820,SZJDV1250I,1978-09-19,"48/86, Shere Circle",Bangalore,Gujarat,377044,India,Patent attorney,711816,Widowed,Graduate,704,704780.34,no,yes,yes,VERIFIED,SAVINGS,2021-10-12,2026-02-08
IND002981,7541153455,Rajesh,Mehta,rajesh.mehta819@gmail.com,+918836290792,7605 2209 2769,QOBAO5414T,1992-01-04,"25/82, Lall Street",Jaipur,Uttar Pradesh,736703,India,"Development worker, international aid",406395,Single,Post Graduate,596,527923.84,yes,yes,yes,VERIFIED,CURRENT,2025-04-06,2026-01-21
IND002982,8730269442,Anjali,Verma,anjali.verma191@gmail.com,+917494719971,7731 4201 7020,TZFUI5591J,1996-11-12,"32/35, Bail Ganj",Ahmedabad,Gujarat,130212,India,Press sub,4079806,Widowed,Graduate,706,429313.61,yes,no,no,VERIFIED,SALARY,2024-10-23,2026-02-14
IND002983,2320335564,Arjun,Mehta,arjun.mehta327@gmail.com,+919148030941,1344 9146 5845,EFDFA4145Y,1968-06-20,"46/76
Krishnamurthy Chowk",Ahmedabad,Rajasthan,879439,India,Adult nurse,2090974,Widowed,10th,555,61473.13,no,yes,yes,VERIFIED,SAVINGS,2022-12-05,2026-02-03
IND002984,2237634959,Amit,Desai,amit.desai653@gmail.com,+917145348398,5326 2647 8986,SGWSK4598Q,1967-03-08,"44, Gaba",Lucknow,Tamil Nadu,301541,India,"Teacher, special educational needs",425178,Widowed,10th,811,268986.19,no,yes,yes,VERIFIED,SALARY,2024-03-20,2026-02-06
IND002985,3565645382,Anjali,Patel,anjali.patel670@gmail.com,+917894576637,4578 4811 2591,HSGMX1583Z,1955-02-10,"531, Edwin Chowk",Chennai,Gujarat,831528,India,Local government officer,4269930,Married,10th,897,423214.57,yes,yes,no,PENDING,CURRENT,2021-09-30,2026-02-19
IND002986,5008391346,Deepika,Verma,deepika.verma515@gmail.com,+918835843598,6880 9715 3172,MHAZD7170C,1987-11-28,"97/48, Devi Chowk",Bangalore,Uttar Pradesh,159379,India,Chartered loss adjuster,1884767,Single,12th,818,409738.85,no,yes,no,VERIFIED,SALARY,2017-03-25,2026-02-04
IND002987,8439048964,Anil,Reddy,anil.reddy302@gmail.com,+919117753777,6861 7102 2191,KYVMT9521H,1980-12-20,"26/751
Subramanian Zila",Mumbai,Karnataka,296497,India,Warehouse manager,906088,Single,12th,809,869743.77,yes,yes,yes,PENDING,CURRENT,2024-07-10,2026-02-10
IND002988,7388672237,Kavita,Sharma,kavita.sharma662@gmail.com,+917496703754,8480 6505 7625,PQKUR8170M,1962-08-22,"496
Subramaniam Path",Delhi,West Bengal,228852,India,"Investment banker, corporate",1596707,Single,Post Graduate,800,700142.2,no,no,no,VERIFIED,CURRENT,2017-05-12,2026-02-07
IND002989,7226563601,Deepika,Verma,deepika.verma220@gmail.com,+919067032907,6503 9649 4009,JRCGE9825Z,1998-02-15,"H.No. 19
Kannan Marg",Pune,Delhi,630306,India,Senior tax professional/tax inspector,418515,Single,12th,865,670770.61,no,no,no,VERIFIED,CURRENT,2023-05-25,2026-02-01
IND002990,6008016845,Anil,Singh,anil.singh270@gmail.com,+917149913605,8326 2771 5990,USCGD1680I,1994-04-24,"H.No. 935, Taneja Circle",Pune,West Bengal,860055,India,Educational psychologist,3417437,Married,Post Graduate,709,8150.47,no,no,no,VERIFIED,CURRENT,2017-03-05,2026-01-26
IND002991,9878602668,Vikram,Desai,vikram.desai183@gmail.com,+919469552788,1920 4896 9653,FNKDE5182O,1972-02-01,"H.No. 159, Sachdev Chowk",Hyderabad,Karnataka,700759,India,"Designer, fashion/clothing",1402207,Widowed,12th,649,421968.2,yes,no,yes,VERIFIED,SAVINGS,2019-01-27,2026-02-03
IND002992,9946849379,Deepika,Nair,deepika.nair828@gmail.com,+917792371789,3384 3557 8210,XNDLR5169Y,1954-12-23,"48/34, Chacko",Lucknow,Karnataka,464007,India,Quantity surveyor,1007850,Single,Professional,792,677640.36,yes,yes,yes,VERIFIED,SALARY,2022-08-17,2026-02-09
IND002993,5196629852,Anjali,Joshi,anjali.joshi969@gmail.com,+917931927104,3806 8906 6745,PAGJA8249D,1982-10-16,"84/60, Suri Zila",Hyderabad,Uttar Pradesh,197992,India,Risk manager,2545719,Divorced,Graduate,667,946677.34,yes,no,no,VERIFIED,SALARY,2016-09-15,2026-02-03
IND002994,8588902908,Pooja,Singh,pooja.singh139@gmail.com,+919544646967,8849 8079 5761,FQIUY7393R,1945-09-09,"480, Tripathi Zila",Delhi,Gujarat,230289,India,"Lecturer, further education",1584016,Widowed,10th,799,674845.97,no,no,yes,PENDING,SALARY,2019-11-12,2026-02-11
IND002995,3764930889,Kavita,Reddy,kavita.reddy230@gmail.com,+919662659346,2959 7427 2990,BEQCD2738D,1996-01-09,"H.No. 86, Shenoy Marg",Bangalore,Rajasthan,135197,India,"Radiographer, diagnostic",2816827,Single,Graduate,804,521354.65,no,yes,no,VERIFIED,SALARY,2017-11-29,2026-02-06
IND002996,8245318746,Rahul,Gupta,rahul.gupta746@gmail.com,+917016076244,3103 1761 9185,HSPYB2308N,1967-05-06,"H.No. 60
Das Path",Bangalore,Telangana,230683,India,Textile designer,3847892,Married,Professional,711,490174.51,yes,yes,no,PENDING,SAVINGS,2018-10-05,2026-02-09
IND002997,7160148902,Neha,Verma,neha.verma890@gmail.com,+918100333732,2086 7593 7303,BMIRK9578R,1947-12-03,"46
Kota Street",Ahmedabad,Tamil Nadu,924512,India,Copy,2917684,Divorced,12th,696,308301.61,no,no,no,VERIFIED,SAVINGS,2016-12-14,2026-02-06
IND002998,8505961798,Arjun,Verma,arjun.verma324@gmail.com,+917457539040,3820 7830 6405,FPNNO4889D,1996-02-19,"49, Balay",Jaipur,Gujarat,486768,India,Clinical biochemist,1742427,Divorced,Graduate,597,679968.81,yes,yes,yes,VERIFIED,SAVINGS,2018-09-28,2026-02-15
IND002999,7669204822,Rohan,Joshi,rohan.joshi530@gmail.com,+918590061000,1391 7403 4515,JKQVK7827X,2001-01-03,"72
Gopal Circle",Delhi,Rajasthan,608383,India,Archivist,831705,Single,Graduate,738,635396.32,no,yes,no,VERIFIED,CURRENT,2019-01-15,2026-01-25
IND003000,1785027506,Amit,Agarwal,amit.agarwal369@gmail.com,+919646923057,4027 9691 9518,UPAAK3223L,2004-12-26,"H.No. 38
Vasa Ganj",Chennai,Delhi,935076,India,Advertising account planner,2059159,Widowed,12th,793,916864.78,yes,no,no,VERIFIED,SALARY,2024-08-05,2026-02-12
IND003001,7988234312,Amit,Patel,amit.patel11@gmail.com,+919356253138,5476 9216 8655,IENDL6105O,1968-04-15,"21/26
Joshi Street",Delhi,Delhi,940737,India,Gaffer,1729479,Single,Post Graduate,614,445815.32,no,yes,yes,VERIFIED,SAVINGS,2019-11-02,2026-02-19
IND003002,6253433412,Rahul,Verma,rahul.verma567@gmail.com,+919618808511,6658 3547 8693,YJZYR1160F,1970-05-15,"84
Shere Road",Delhi,Telangana,342226,India,Nutritional therapist,3309113,Married,12th,713,857348.28,no,no,no,VERIFIED,SALARY,2016-03-06,2026-02-11
IND003003,6617891069,Sneha,Nair,sneha.nair64@gmail.com,+918934393295,5725 2159 7440,XTQDK6355K,1983-04-30,"51, Sarin",Jaipur,West Bengal,206877,India,"Teacher, early years/pre",1923274,Widowed,10th,893,276387.01,no,yes,yes,VERIFIED,SAVINGS,2017-11-02,2026-02-19
IND003004,7685032295,Vikram,Desai,vikram.desai403@gmail.com,+918607522989,9484 4427 4279,HZZKP2514O,1979-06-30,"75, Banerjee Path",Bangalore,West Bengal,673552,India,"Designer, ceramics/pottery",3321108,Married,Professional,688,569809.55,no,yes,no,PENDING,CURRENT,2025-11-16,2026-02-03
IND003005,9326746920,Amit,Iyer,amit.iyer158@gmail.com,+919195258735,1397 3275 9151,OXCJA1399V,1965-06-25,"H.No. 92, Chauhan Path",Lucknow,Tamil Nadu,932543,India,Chiropodist,3461611,Divorced,10th,820,472087.18,yes,no,yes,PENDING,SAVINGS,2023-06-11,2026-02-03
IND003006,2475582032,Arjun,Joshi,arjun.joshi278@gmail.com,+918561204499,3643 2874 7398,JFUBW2528D,1987-04-29,"38/59, Deshpande Chowk",Pune,Uttar Pradesh,152838,India,Printmaker,4705980,Married,Professional,716,214593.55,no,yes,yes,VERIFIED,SALARY,2023-09-15,2026-02-11
IND003007,2815191788,Amit,Patel,amit.patel193@gmail.com,+918062043075,2757 8749 9768,IEONS1737D,1968-12-27,"H.No. 90
Andra Chowk",Pune,Rajasthan,589874,India,Medical illustrator,518066,Widowed,Professional,879,4433.17,no,yes,yes,PENDING,SAVINGS,2021-09-07,2026-02-04
IND003008,3722097599,Rajesh,Patel,rajesh.patel389@gmail.com,+917976310513,9565 7660 6557,CIUGN5109N,1994-06-30,"34/368
Saha Chowk",Lucknow,Karnataka,696029,India,"Research officer, government",3496330,Single,Graduate,709,703970.8,yes,yes,yes,VERIFIED,CURRENT,2017-11-13,2026-02-06
IND003009,9436251031,Pooja,Patel,pooja.patel550@gmail.com,+918180129769,1184 5835 9098,NZBQV5054Z,2003-08-26,"22/09
Sodhi Road",Bangalore,Maharashtra,559045,India,Video editor,2371307,Divorced,Graduate,765,302.81,no,no,no,VERIFIED,SALARY,2017-01-19,2026-02-13
IND003010,6935639461,Deepika,Malhotra,deepika.malhotra265@gmail.com,+919552371929,3490 6129 6567,SHHIR9255M,1972-09-10,"H.No. 15, Gole Ganj",Ahmedabad,Gujarat,423294,India,"Therapist, horticultural",3710293,Single,10th,614,135965.45,yes,no,no,VERIFIED,CURRENT,2024-01-11,2026-02-12
IND003011,8152051665,Anjali,Singh,anjali.singh705@gmail.com,+919646896595,6538 7863 3180,VVUPI3091G,1953-08-23,"01/154, Karan Chowk",Delhi,Telangana,415135,India,Estate manager/land agent,1324615,Married,Professional,673,251920.72,yes,no,yes,VERIFIED,CURRENT,2021-01-11,2026-02-19
IND003012,8771720630,Anjali,Kumar,anjali.kumar525@gmail.com,+918608159596,8824 6837 4737,TCMUT2699G,1963-01-09,"14/872, Goda Street",Kolkata,Tamil Nadu,498242,India,Medical secretary,4920740,Married,12th,615,458534.5,no,yes,no,VERIFIED,SALARY,2024-02-07,2026-02-14
IND003013,5812265208,Arjun,Reddy,arjun.reddy156@gmail.com,+917638948007,6540 2924 3858,ZKPJQ2937L,1968-01-21,"H.No. 13
Deshmukh Path",Jaipur,Telangana,288315,India,Ranger/warden,2880780,Widowed,10th,876,345819.97,yes,yes,yes,VERIFIED,CURRENT,2021-05-24,2026-01-25
IND003014,8619116192,Vikram,Kumar,vikram.kumar3@gmail.com,+919621857815,5093 7468 1871,BWPRS5227S,1971-12-01,"57/395
Dani Street",Mumbai,Telangana,455116,India,Dance movement psychotherapist,355061,Widowed,10th,799,425793.91,yes,yes,yes,PENDING,CURRENT,2025-04-06,2026-02-07
IND003015,8623264855,Priya,Patel,priya.patel348@gmail.com,+918936048236,7861 2842 1196,HFBEF5244A,1970-07-06,"09/57
Dora",Hyderabad,Delhi,610438,India,Ranger/warden,2165251,Married,Professional,592,285137.57,no,no,yes,VERIFIED,SAVINGS,2022-04-19,2026-02-14
IND003016,7393128000,Vikram,Nair,vikram.nair10@gmail.com,+917018310148,5728 1105 5927,HORDJ2147D,1951-10-15,"02
Som Circle",Kolkata,Gujarat,654447,India,Garment/textile technologist,4218125,Married,Post Graduate,575,871184.25,no,yes,no,VERIFIED,CURRENT,2018-02-19,2026-01-30
IND003017,4816742425,Sanjay,Malhotra,sanjay.malhotra38@gmail.com,+917198199192,6725 8583 4049,HSLGF8408S,1973-01-28,"347, Doctor Nagar",Delhi,Delhi,632410,India,Adult nurse,1729927,Married,12th,613,379383.88,yes,no,yes,PENDING,SALARY,2024-01-18,2026-01-25
